comment_ori,comment_clean,llm_label
"Tau kan kenapa sejarah di revisi ulang dan cerita kekejaman dihapuskan? Ya, sebab presiden kita terlibat atas cerita sejarah mengerikan itu, dia dan semua anggotanya tidak ingin masyarakat tau, protes, berkritik dan berasumsi. Selamat datang di periode kehancuran",sejarah revisi ulang cerita kejam hapus presiden libat cerita sejarah keri semua angotanya masyarakat protes kritik asumsi selamat datang periode hancur,Negatif
😠 aku bersumpah untuk membubarkan negara republik Indonesia untuk selamanya,sumpah bubar negara republik indonesia lama,Netral
"Makasih min udah ngingetin lagi sejarah sejarah yang hampir punah di indonesia, seperti sejarah tanjung priuk,sejarah marsinah,wijhi thukul,munir,dan lain lain nya",udah ngingetin sejarah sejarah hampir punah indonesia sejarah tanjung priuk sejarah marsinah wijhi thukul munir,Netral
Lebih baik kita wajib mengetahui sejarah masa lalu walaupun gak dicatat di buku sejarah Indonesia yang terbaru,baik wajib tahu sejarah masa walaupun catat buku sejarah indonesia baru,Netral
"min Kokbisa,tolong angkat tema pelanggaran HAM berat yang terjadi di aceh..!!
sejarah mulai terlupakan",kokbisa angkat tema pelangaran berat jadi aceh sejarah mulai lupa,Netral
Bang konten kek gini apa gak takut ada tukang bakso,konten takut tukang bakso,Netral
"Sejauh ini, bangsa yang mencatat sejarahnya dengan lengkap adalah China.",jauh bangsa catat sejarah lengkap china,Positif
Bentar lagi duhapus💔,bentar duhapus,Positif
"Satu kata ""LAWAN""🔥🔥🔥",satu kata lawan,Positif
4:15  Nando demooo~~~,nando demo,Negatif
BOHONG itu BAHAYA!⚠️,bohong bahaya,Positif
"""Mereka yang mengendalikan masa lalu... mengendalikan masa depan: Mereka yang mengendalikan masa kini mengandalikan masa lalu.""

""Kebebasan ialah kebebasan untuk mengatakan bahwa dua tambah dua adalah empat. Jika itu dibolehkan, semua yang lain mengikuti.""",kendali masa kendali masa depan kendali masa kini mengandalikan masa bebas ialah bebas kata tambah empat boleh semua ikut,Positif
"Mantab min...
Cuman hati hati aja channel nya dibanned oleh diktator😂😂",mantab hati hati chanel dibaned diktator,Positif
"pemerintah tidak ingin rakyatnya tau tentang masa lalu  yang membuat namany menjadi lebih buruk di mata rakyat, tetapi pemerintah ingin rakyatnya tak tau apa apa",perintah rakyat masa namany buruk mata rakyat perintah rakyat,Positif
y,,Netral
Kalian pilih mana di pimpin seorang bertanagan besi atau oligarki?,pilih pimpin orang bertanagan besi oligarki,Positif
Supersemar gimana?,supersemar,Positif
7:27 jawa jawa JAWA,jawa jawa jawa,Positif
gua adalah anak dari korban pemerkosaan tahun 1998.jujur sakit hati gua sampe sekarang sama peritiwa tersebut dan gak akan pernah lupa tentang alasan gua dan mak gua jadi korban,anak korban pemerkosan tahun jujur sakit hati sekarang peritiwa pernah lupa ala korban,Negatif
Warga israel tidak seburuk apa yang anda lihat,warga israel buruk lihat,Netral
Dahsyatttt keren banget,dahsyat keren,Positif
Bro sedang memasak 🔥🗿,sedang masak,Positif
Indonesia KontoI emag nyesal gw lahir di sini,indonesia kontoi emag nyesal lahir sini,Netral
"Terus bantu menyuarakan kebenaran, terimakasih kok bisa ❤",bantu suara benar terimakasih,Netral
hahah gw tau petrus aja pas udah sma itupun gw cari tau sendiri ga di jelasin di mapel sejara sekolah gw,hahah petrus udah itu cari sendiri jelasin mapel jara sekolah,Positif
Buka rasa penasaran kalian agar tidak ada yang disembunyikan.,buka rasa penasaran sembunyi,Netral
Akankah burung Garuda kita koma lgi dirumah sakit?,akan burung garuda koma rumah sakit,Positif
"Penguasa bangsa ini belum berubah sejak dan sebelum merdeka, MASIH RUSAK, BIADAB dan SERAKAH.",kuasa bangsa ubah sejak merdeka rusak biadab serakah,Positif
resto premium hidangannya kelas,resto premium hidanganya kelas,Positif
"Penghancuran Baitul Hikmah oleh bangsa Mongol karena pada saat itu bangsa Mongol tahu bahwa Baitul Hikmah menyimpan berbagai kearsipan dan ilmu pengetahuan di dalamnya, dan oleh sebab itu pasukan Mongol menghancurkan Baitul Hikmah dan membakar dan menghancurkan semua buku dan catatan ke dalam sungai sehingga sungai tersebut berubah menjadi hitam karena tinta-tinta dari catatan-catatan tersebut 😢",hancur baitul hikmah bangsa mongol bangsa mongol baitul hikmah simpan bagai arsip ilmu tahu dalam pasu mongol hancur baitul hikmah bakar hancur semua buku catat sungai sehinga sungai ubah hitam tinta tinta catat catat,Positif
"Ga kebayang jadi orang2 kaum 02 yang setiap waktu dialiri dosa dari tindakan buruk pemimpinnya, semoga diberi kemudahan di akhirat🙏",bayang kaum waktu alir dosa tindak buruk mimpi moga beri mudah akhirat,Positif
"Sejarah dihapus oleh pemerintah dunia, One Piece real",sejarah hapus perintah dunia piece real,Positif
awas hilang bang,awas hilang,Netral
"Menunggu komentar ""KokBisa jangan urus politik, urus pendidikan aja."" 🤣",tungu komentar kokbisa urus politik urus didik,Positif
Kami menuntut penulisan sejarah di tulis secara fsktak bukan menghapus sejarah itu di tulis secara peristiwa yang telah terjadi jika sejarah di hilangkan hal ini pasti ada CUKONG di balik batu,tuntut tulis sejarah tulis fsktak hapus sejarah tulis peristiwa jadi sejarah hilang cukong balik batu,Netral
"Yang berubah Durasi vidio,Pembahasan,Kualitas vidio/animasi,lagunya lebih Wowwww terasa vibes nya",ubah durasi vidio bahas kualitas vidio animasi lagu asa vibe,Positif
Seharusnya Indonesia menulis sejarah dengan rill tidak di buat buat atau di hapus serta sejarah kelam Indonesia harus juga di tulis sebagai pelajaran agar generasi muda Indonesia tidak mengulangi sejarah kelam tersebut 🎉,indonesia tulis sejarah buat buat hapus sejarah kelam indonesia tulis ajar generasi muda indonesia ulang sejarah kelam,Netral
gua udah curiga petrus itu cuma jadi alibi buat dor preman aslinya mah buat yaaaa buat membungkam kritik order baru curigaan gue loh ya😅,udah curiga petrus alibi buat preman asli buat buat bungkam kritik order baru curigan,Positif
Ini mirip orang Jepang gak pernah dapat ilmu kalau negaranya pernah menjajah sebagian Asia gak sih?,mirip jepang pernah ilmu negara pernah jajah bagi asia,Netral
Menghapus/cuci tangan Ke anjingan Rezin Suhart0,hapus cuci tangan anjing rezin suhart,Positif
Pemerintah kita benar benar memalukan,perintah benar benar malu,Positif
Gue ampe nangis nonton nya 🥺💔,ampe nang nonton,Negatif
"aneh sejarah kok ditulis ulang, seharusnya sejarah dipelajari dan dijadikan bahan observasi oleh kampus-kampus di Indonesia, bukan ditulis ulang oleh Pemerintah. setiap sub sejarah wajib yang diterbitkan wajib berisi jurnal ilmiah oleh akademik dan bersifat tidak final, karena jika dimasa depan ditemukan bukti dukung terbaru maka sejarah yang ditulis bisa di revisi.",aneh sejarah tulis ulang sejarah ajar jadi bahan observasi kampus kampus indonesia tulis ulang perintah sejarah wajib terbit wajib isi jurnal ilmiah akademik sifat final masa depan temu bukti dukung baru sejarah tulis revisi,Netral
"Saya suka video yg panjang gini. Karena bisa ngelatih attention span saya.
Smngt buat Tim kok bisa",suka video panjang ngelatih atention span smngt buat,Netral
Perabowo dan gibera tukang korop huuuu 👎,perabowo gibera tukang korop,Netral
Prabowo tukang korop huuuu dasar korup korup,prabowo tukang korop dasar korup korup,Netral
Jgn lupa sejarah menyebarnya agama yg di hapus,lupa sejarah sebar agama hapus,Positif
"Seperti cerita one piece, pemerintah takut ada yang mengetahui sejarah 😅",cerita piece perintah takut tahu sejarah,Netral
TRENDINGKAN!!!,trendingkan,Netral
ini reupload ya?,reupload,Positif
Apakah sejarah itu akan terulang,sejarah ulang,Positif
"Indonesia butuh ""petrus"" SEKALI LAGI demi keamanan dan kenyamanan masyarakat banyak.",indonesia butuh petrus aman nyaman masyarakat banyak,Netral
sekarang sudah terang-terangan dan kualitas animasinya bagus🎉,sekarang terang terang kualitas animasi bagus,Netral
"Memang ide buruk buat ngehapus noda sejarah, buktinya bisa dilihat di negara Korea tuh yang masih dendam kusumat sama Jepang.

Menghapus aib sejarah juga gk akan menjamin bisa bikin pemerintah tenang, ada yang masih menyimpan trauma atau dendam dulu baik dari negara sendiri atau negara yang punya konflik sama negara tersebut (misal negara B yang dendam sama kekejaman negara A). lebih buruknya, ini bisa bikin pihak terkait buat bisa ngejatuhin kapanpun yang mereka inginkan demi ngebongkar sisi gelap negara",buruk buat ngehapus noda sejarah bukti lihat negara korea dendam kusumat jepang hapus sejarah jamin perintah tenang simpan trauma dendam dulu baik negara sendiri negara punya konflik negara misal negara dendam kejam negara buruk pihak kait buat ngejatuhin kapan ingin ngebongkar sisi gelap negara,Positif
"Di Benua Australia,bro 😊 (Paling parah banget)",benua australia parah,Positif
"Tim kokbisa, nanti bisa nggak coba buat bikin video mengenai mengapa budaya sosial indonesia sangat patriarki?",kokbisa buat video kena budaya sosial indonesia patriark,Netral
We are cooked by oke gas...,masak,Positif
Menolak lupa,tolak lupa,Netral
Gila banget 😱,gila,Netral
"Penghapusan sejarah dapat mengakibatkan pengulangan sejarah, ketika orba menghapus sejarah orla dari buku sejarah yg terjadi kepada orba sama seperti apa yg terjadi kepada orla krisis dan keruntuhan dan pemerintah sekarang sedang mengulang sejarah yg sama ketika 65 atau 98",hapus sejarah akibat ulang sejarah orba hapus sejarah orla buku sejarah jadi orba jadi orla krisis runtuh perintah sekarang sedang ulang sejarah,Netral
"bang apakah seseorang punya kekuatan tersembunyi jika di keadaan terdesak semoga dibuatkan
dan seperti biasa terimakasih
–Kok bisa–",orang punya kuat sembunyi adan desak moga buat biasa terimakasih,Netral
"Setiap masa ada peristiwanya
Setiap peristiwa ada masa",masa peristiwa peristiwa masa,Positif
"Intinya gk ada negara yg baik
Semua nya munafik termasuk rusia, cina dan indonesia gk cuman amerika
Satu2nya negara yg baik hanya negara2 eropa, karna eropa udah membuka semua sejarah dan memerintah dengan kepentingan rakyat dan kebebasan berpendapat",inti negara baik semua munafik masuk rusia cina indonesia amerika satu negara baik negara eropa karna eropa udah buka semua sejarah perintah penting rakyat bebas dapat,Positif
jangan lupa juga sama sejarah genosida yang dilakukan indonesia di timor timor,lupa sejarah genosida indonesia timor timor,Positif
harusnya sejarah sebagai bahan untuk pembelajaran bukan untuk melindungi kejahatan atas nama pemerintahan,harus sejarah bahan ajar lindung jahat nama perintah,Positif
kenapa jadi relate sama one piece,relate piece,Positif
"jadi backfire banget ""lah ada apa ini kok dihilangin? jangan-jangan ada sesuatu"". mending fokus sama mengabdi untuk kesejahteraan rakyat kedepannya, fokus membuat sejarah baru yang value nya lebih besar",backfire dihilangin mend fokus abdi kesejahteran rakyat depa fokus sejarah baru value besar,Positif
are you still alive?,stil alive,Positif
"Jepang, Jerman, Italia : 🗿🗿🗿",jepang jerman italia,Positif
"Orang-orang kayak gitu itu perlu di pertanyakan etikanya, sejarah pada dasarnya di buat agar manusia belajar, agar manusia tidak mengulangi kesalahan yang telah lalu, kalau manusia malah menggunakan sejarah untuk mempertahankan kekuasaannya artinya dia telah mencederai esensi dari ilmu pengetahuan itu sendiri, bukannya fi gunakan untuk kehidupan yang lebih baik, malah di gunakan untuk melanggengkan keegoisan, sungguh hina apabila ilmu pengetahuan di kendalikan oleh keegoisan seseorang, bisa kita lihat contohnya adalah bom atom Hiroshima dan Nagasaki.",perlu tanya etika sejarah dasar buat manusia ajar manusia ulang salah manusia mengunakan sejarah tahan kuasa arti cedera esensi ilmu tahu sendiri buka guna hidup baik guna melangengkan kegoisan sunguh hina apabila ilmu tahu kendali kegoisan orang lihat contoh atom hiroshima nagasaki,Positif
🔥🔥🔥 gass!!!!! Lawan...!!!,lawan,Positif
NANDODEMOOO,nandodemo,Netral
Min kenapa Di sekolah sekolah sekarang anak yg sering bertanya itu malah gk di tanggepin atau malah di marahin sama gurunya? Apakah ini bukti bahwasanya negara ini dalam bahaya seperti yg di katakan di video?,sekolah sekolah sekarang anak tanya tangepin marahin guru bukti bahwasanya negara bahaya kata video,Positif
History written by the victor,sejarah tulis menang,Netral
"Alasan mengapa pemerintah tetap berani ngelakuin ini karena rakyatnya sendiri antara mudah dimanipulasi, buta, atau takut.

Mereka suka ngadu domba, ngelakuin pengalihan isu... jika ada masalah, tinggal ganti aja isunya palingan juga masalah sebelumnya kagak diributin lagi.  Lalu, mereka juga tahu rakyat kita itu sukanya ribut di sosmed gak di dunia nyata, kalau demo pun, tinggal cari preman yang pemikirannya cuman duit doang buat bubarin demonya.",ala perintah tetap berani ngelakuin rakyat sendiri mudah manipulasi buta takut suka ngadu domba ngelakuin alih masalah tingal ganti isu pal masalah belum kagak diributin rakyat suka ribut sosmed dunia nyata demo tingal cari preman pemikiranya duit doang buat bubarin demo,Positif
Sang pelaku ingin mengubah cerita dari dalam sistem,sing laku ubah cerita sistem,Positif
"Gw gak terlalu setuju soal sejarah kelam di beberkan 100% ke masyarakat awam, soalnya bisa menyebabkan masyarakat mudah terhasut terutama buat mereka yg melihat luarnya aja dan gak melihat lebih dalam. Jadi wajar kalo dalam pendidikan dasar hanya perlu motivasi dan inspirasi. Dan baru sejarah yg lebih luas lagi baru bisa di pelajari di perguruan tinggi.
Jadi wajar kalo sejarah di tutup""i.
tapi bukannya lebih serem jaman teknologi sekarang ya? Seluruh berita masuk ke masyarakat mau itu benar atau hoax, kebencian malah lebih mudah di sebar bahakan sudah sampai internasional. Kebencian ke pemerintah, ke antar suku , bahakan antar tetangga jadi makan sehari-hari.",tuju soal sejarah kelam kan masyarakat awam sebab masyarakat mudah hasut utama buat luar wajar kalo didik dasar perlu motivasi inspirasi baru sejarah luas baru ajar guru tingi wajar kalo sejarah tutup buka rem jaman teknologi sekarang seluruh berita masuk masyarakat benar hoax benci mudah sebar bahak internasional benci perintah antar suku bahak antar tetanga makan hari hari,Netral
ANIMASINYA KEREN BGT😨😨🎉🎉,animasi keren,Netral
sejarah kerusuhan poso yg terpicuh karena politik adu domba untuk menduduki kursi jabatan dan menjadi ladang korupsi uang bantuan tapi malah di 10:05  buku ips di tulis karna masalah obeng di bengkel😂,sejarah rusuh poso terpicuh politik domba duduk kursi jabat ladang korupsi uang bantu buku tulis karna masalah obeng bengkel,Positif
"Oke... Makin kesini makin serem.. Thx for the information

Bakal gila si kurasa Indonesia makin kesini, ngeri sumpah",kesini rem information gila rasa indonesia kesini ngeri sumpah,Negatif
Serasa kejajah bangsa sendiri,serasa jajah bangsa sendiri,Netral
"Substansi Cerita Agama Sebenernya PERSIS SEPERTI ISI VIDEO INI, hanya saja seringkali kita dimanipulasi oleh tokoh-tokoh agama (tidak semuanya ya...) yang di masa itu fungsinya sama seperti tokoh-tokoh politik 🙏",substansi cerita agama sebenernya persis video seringkali manipulasi tokoh tokoh agama semua masa fungsi tokoh tokoh politik,Netral
Kenapa Indonesia kayak mau jadi pemerintahan jepang menyembunyikan sejarah asli dari generasi masa depannya,indonesia perintah jepang sembunyi sejarah asli generasi masa depa,Positif
Yok sama² ramaikan #menolaklupa,ramai menolaklupa,Positif
6:07 bruh TT,bruh,Netral
4:16 NANDODEMO🗣🔥🔥🔥🔥,nandodemo,Positif
"Yang saya minta dari saudara sebangsa dan setanah air adalah tolong semua hal dipikirkan secara objektif dan harus rasional dengan begitu kita bisa tahu mana yang buruk dan mana yang tidak dan jangan pernah terlalu fanatik agar waktu pemilihan gak dikibulin ama mereka sayangnya masyarakat Indonesia kebanyakan sudah gampang dikibulin ditambah lagi fanatik dan close minded sungguh miris 
Demokrasi di Indonesia hanyalah pembodohan semata karena tidak akan pernah dijalankan sesuai dengan apa artinya Demokrasi",minta saudara bangsa tanah semua pikir objektif rasional buruk pernah fanatik waktu pilih dikibulin sayang masyarakat indonesia gampang dikibulin tambah fanatik close mind sunguh miri demokrasi indonesia hanya bodoh semata pernah jalan sesuai arti demokrasi,Positif
